dyad,person,age,major,grade,rela_type,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis1,satis2,satis3,satis4,satis5,satis6,satis7,commit1,commit2,commit3,commit4,commit5,commit6,commit7,ios,satis,commit,hex_hh,hex_em,hex_ex,hex_ag,hex_co,hex_op,phex_hh,phex_em,phex_ex,phex_ag,phex_co,phex_op
16,1,20,2,2,2,14,3,5,2,2,2,4,2,2,1,3,4,5,3,3,4,4,4,3,4,2,3,3,3,3,2,4,2,2,3,2,2,1,4,2,2,3,3,4,4,4,2,2,5,4,2,2,4,3,3,2,2,2,2,4,2,2,3,2,2,3,3,2,2,2,4,3,2,2,4,4,3,2,2,3,5,4,4,4,4,4,2,2,3,3,2,4,2,2,2,2,4,3,2,3,2,3,2,4,4,3,2,4,4,3,2,2,4,2,3,2,2,2,2,3,3,3,4,2,2,2,8,6,1,0,6,7,8,3,3,4,4,3,3,4,6,7.142857143,2.857142857,3.2,3.6,3.2,2.9,3.3,3.1,3.4,3.6,3,2.3,2.6,2.5
16,2,19,2,1,2,13,5,5,1,4,4,4,4,4,2,3,3,2,1,1,3,2,5,4,4,2,2,5,2,2,1,3,1,2,2,5,2,1,3,3,2,5,3,3,3,4,3,4,5,3,3,3,5,2,4,2,5,1,4,4,5,2,2,3,4,1,5,5,5,5,1,4,3,3,2,3,2,1,2,2,3,3,5,4,4,2,2,5,4,3,1,3,3,1,2,2,4,3,5,3,3,5,4,4,3,3,2,4,4,4,3,1,5,3,3,2,5,1,3,4,3,2,2,3,1,1,8,8,3,0,6,8,8,4,4,5,2,4,4,3,7,7.285714286,4,3.7,3.2,3.6,3.1,3.8,2.4,3.9,3.4,4,3.9,3.4,2.5
17,1,23,6,4,2,36,2,5,1,4,2,2,1,5,1,1,4,5,5,4,5,5,3,2,2,4,1,4,2,3,2,4,1,3,4,5,2,4,4,2,3,1,5,5,5,5,5,2,5,5,4,2,2,5,1,3,5,5,2,4,2,5,1,2,1,5,4,4,1,2,4,4,1,4,4,3,5,1,1,1,4,3,5,1,5,2,4,4,4,3,2,4,1,2,5,4,4,4,2,4,4,5,4,2,4,4,1,5,2,4,2,4,5,4,2,2,4,5,1,5,4,2,2,1,2,2,8,8,0,0,8,8,8,5,5,4,1,5,5,4,6,8,4.428571429,2,3,3.5,3.6,2.8,3.9,3.2,4.4,2.8,2.4,3.1,2.1
17,2,24,7,6,2,36,3,4,2,4,2,5,2,1,1,5,3,4,4,4,3,3,4,2,4,2,2,4,2,3,2,4,2,2,3,2,4,4,4,3,2,2,4,4,4,4,3,2,3,4,4,2,2,2,2,2,4,1,2,5,5,2,2,2,2,2,4,4,2,2,4,4,2,2,2,4,4,4,5,2,4,4,2,2,3,4,4,4,2,3,2,4,2,2,3,2,1,4,2,4,2,2,5,5,5,4,3,2,4,5,3,2,2,2,1,3,2,2,2,3,3,2,2,4,4,4,5,8,2,4,8,8,8,4,3,3,2,2,3,5,4,6.714285714,2.857142857,3.5,3.1,3.4,3.6,2.7,2.7,3,3,3.6,2.8,2.9,3.6
20,1,28,2,7,2,7,2,5,4,4,3,2,1,5,4,2,4,2,1,5,4,5,4,4,2,1,1,5,2,4,1,4,3,1,5,2,2,2,4,3,2,3,4,4,3,4,1,4,5,3,3,2,5,4,4,4,3,3,3,3,4,1,2,4,2,2,1,4,4,4,2,4,5,2,2,4,2,1,2,3,2,3,3,4,2,1,1,3,5,4,5,2,4,2,3,2,1,2,4,4,2,4,4,5,3,3,2,4,4,2,4,4,4,2,3,2,4,1,4,1,2,2,1,1,2,2,6,7,7,2,5,7,7,5,4,4,3,3,4,4,6,5.571428571,3.571428571,3,3.9,4.1,3.3,3.8,2.8,3.4,3.3,3.1,4.1,3.7,4.1
20,2,25,9,7,2,7,2,4,4,4,3,4,3,3,2,2,3,2,3,2,4,3,4,4,3,3,2,4,3,3,5,4,4,2,4,3,1,2,4,2,4,4,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,3,2,5,4,4,3,2,2,3,2,5,4,4,3,3,2,4,2,2,3,3,2,4,4,4,4,4,4,2,1,5,2,3,4,4,3,1,4,3,3,2,4,4,2,4,3,4,4,3,4,4,3,3,5,2,5,4,4,4,4,3,4,5,4,2,2,4,2,3,8,7,2,0,6,7,7,4,4,4,2,3,3,3,5,7,3.571428571,3.5,3.4,3.2,3.7,3.2,3.6,3.2,3.3,4,3.9,3.6,2.7
48,1,20,7,3,2,11,5,4,3,4,1,5,5,2,3,1,4,3,3,4,1,5,5,1,3,2,2,5,1,4,3,4,1,1,3,4,2,2,4,5,2,3,5,4,4,5,2,4,3,3,4,2,4,4,2,1,5,4,4,1,5,5,5,5,5,3,5,1,2,5,1,5,2,2,1,2,3,2,5,5,5,4,2,1,3,4,4,5,2,5,1,5,5,1,4,1,5,4,3,2,3,5,2,5,5,2,4,5,2,5,1,2,3,2,4,1,4,1,4,1,5,5,5,4,2,3,8,8,0,0,8,8,8,4,5,5,1,4,5,3,6,8,4.428571429,2.4,2.9,4.5,3.4,2.7,3.2,3,2.6,4,2.9,1.7,2
48,2,20,7,3,2,11,2,4,4,5,2,5,1,3,2,1,3,3,5,2,5,1,3,4,5,3,4,5,2,4,4,3,2,3,4,2,1,2,4,3,5,5,5,5,4,3,2,5,5,3,3,1,1,4,2,1,4,3,4,1,2,3,4,5,5,1,4,2,5,4,2,5,5,1,2,2,4,1,2,5,2,4,5,5,4,3,2,5,1,4,1,4,5,2,4,2,1,5,5,5,5,5,4,2,5,4,2,5,5,3,2,1,4,4,5,1,4,2,4,1,5,4,3,5,5,1,6,8,3,0,8,5,8,5,4,5,3,4,3,3,7,6.857142857,3.857142857,3.2,2.3,3.8,3,3.3,3.8,3.5,2.8,4.4,4.1,1.8,2.8
47,1,24,7,5,2,7,5,5,4,3,2,4,1,3,2,2,2,3,3,4,3,2,2,3,2,2,2,3,2,4,1,4,3,1,3,1,3,2,4,2,3,2,3,4,4,4,5,4,4,4,3,2,5,2,5,2,4,5,4,5,5,2,2,1,2,1,4,4,3,5,4,1,4,2,2,2,1,1,2,2,2,4,5,5,2,2,1,4,2,3,3,4,3,2,4,1,4,1,4,4,3,4,3,4,4,4,2,2,4,3,3,2,2,2,3,2,4,2,2,2,5,2,2,2,2,1,8,8,0,0,8,8,8,3,4,4,1,4,5,2,6,8,4.142857143,3.5,2.6,2.9,3.7,3.2,2.2,3.8,3.3,3.9,3.8,3.4,2.8
47,2,23,5,5,1,7,2,5,5,5,4,5,2,3,2,3,4,1,3,3,3,4,3,3,4,3,5,5,5,4,4,4,5,1,5,3,3,3,3,3,4,4,5,4,5,3,5,4,5,4,4,1,5,3,3,4,3,3,3,4,1,3,3,3,3,1,1,5,5,5,3,5,5,3,4,1,1,1,3,5,3,5,5,1,1,2,1,5,3,2,1,3,5,1,3,3,2,1,5,3,5,5,5,5,3,4,4,5,3,3,1,5,5,1,3,3,3,1,5,3,3,5,3,3,5,1,8,8,8,0,8,8,8,5,5,5,1,5,1,1,2,6.857142857,4.428571429,3.6,3.5,3.9,3.6,3.2,3.6,3.7,2.5,4.1,3.5,3.3,3.7
46,1,21,8,4,2,18,4,4,4,4,2,4,4,4,2,4,4,2,4,2,2,4,2,2,4,2,2,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,5,5,5,4,4,5,4,4,4,2,4,4,4,4,4,1,4,4,5,4,4,3,4,2,4,2,4,2,4,4,4,4,4,4,4,5,8,8,0,1,7,7,7,4,4,4,3,4,4,1,3,7.428571429,4,3,3,3.2,3.8,3.4,3,2.8,3.2,3,3.5,2.7,3.6
46,2,22,7,3,2,18,1,2,3,3,3,3,2,3,3,4,3,2,3,3,3,4,3,2,2,3,4,3,2,2,3,2,4,3,4,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3,2,3,4,3,2,3,4,4,4,3,3,2,3,4,3,2,2,3,4,3,4,3,4,3,4,3,2,2,3,2,3,3,4,3,3,2,4,3,3,2,3,3,4,3,3,3,3,4,3,2,3,4,3,2,3,4,3,2,3,3,2,4,4,3,3,3,3,4,3,3,3,4,3,3,2,3,7,7,2,2,6,7,7,3,3,4,2,3,4,3,6,6.571428571,3.428571429,3.2,2.9,3,3,3.1,3.3,3.4,3.3,2.8,2.9,2.9,3.2
45,1,27,1,9,2,33,1,2,3,2,3,2,3,2,3,4,5,3,3,3,3,2,4,3,1,3,2,3,4,3,2,3,4,3,2,3,4,3,2,4,5,5,4,4,3,2,2,3,3,3,2,4,3,4,3,2,3,2,3,2,2,2,2,3,5,5,5,4,3,2,3,4,2,3,4,2,3,2,3,1,1,1,3,3,3,3,2,3,4,2,3,2,4,3,3,3,4,5,3,4,2,3,4,2,3,4,2,4,2,2,3,4,2,4,1,4,3,2,4,3,5,3,2,1,3,2,8,8,0,0,8,8,8,5,5,5,1,5,5,4,6,8,4.571428571,2.7,3,2.7,3.1,2.9,3.4,3.2,3.1,2.8,3.4,3.3,2.6
45,2,23,1,9,2,33,2,2,4,4,5,4,3,2,1,1,4,1,5,1,2,5,5,2,2,2,1,4,4,2,5,3,4,1,5,1,1,4,4,4,4,2,4,4,4,4,2,5,3,2,4,2,5,1,1,1,5,1,1,4,4,2,1,2,2,1,4,4,5,4,2,4,4,3,1,2,1,4,2,4,1,3,4,2,2,2,1,4,2,2,2,3,4,2,3,2,1,1,5,5,5,2,3,2,4,3,2,5,5,3,4,1,2,2,4,2,4,1,4,4,3,4,1,4,4,4,8,8,0,0,7,8,8,4,4,4,3,1,4,2,7,7.857142857,3.428571429,3.7,4.3,4.2,4.4,3.1,4,2.9,2.3,4.1,4.6,3,3.2
49,1,22,9,4,2,10,2,4,5,4,1,5,5,3,2,2,2,1,4,1,2,4,3,2,2,1,1,5,4,3,3,1,5,1,2,1,1,1,5,4,4,1,5,5,5,4,4,2,5,1,5,1,5,4,1,4,4,2,5,5,1,1,2,5,1,1,4,1,4,4,2,5,1,2,2,4,2,1,4,5,2,5,5,4,3,4,3,3,4,3,2,2,4,1,1,1,1,4,4,1,4,5,2,1,2,2,1,2,2,2,4,2,4,2,2,1,4,1,2,5,5,5,2,2,2,1,8,8,0,0,8,8,8,5,4,5,1,5,5,3,7,8,4.571428571,3.7,2.7,4.4,4.6,4.6,4.5,4.5,3.3,3.3,3.7,1.9,2.6
49,2,19,9,2,2,10,2,3,3,4,2,5,1,1,2,3,4,1,3,4,3,3,5,2,2,4,2,4,4,3,4,4,3,2,4,4,2,3,4,2,3,5,4,3,4,4,1,4,4,4,3,4,5,2,2,2,3,1,2,5,4,4,3,2,2,1,4,4,5,5,3,5,5,2,1,1,3,1,5,2,2,5,5,4,3,2,1,5,4,4,2,2,4,1,4,4,1,1,4,4,4,4,4,4,5,4,1,2,4,2,5,2,5,1,4,2,4,1,3,3,2,1,3,4,2,4,8,8,0,0,8,8,6,4,5,5,2,5,5,3,6,7.714285714,4.428571429,3.8,4,3.3,3.4,2.2,3.4,3.6,3.8,4.6,4.4,3.8,3.6
50,1,24,6,7,2,7,3,4,5,4,2,4,4,4,4,2,4,2,2,4,5,4,4,4,2,2,3,3,3,4,5,4,-99,4,4,4,2,3,4,2,2,3,5,4,4,4,4,4,5,4,3,3,4,3,3,3,3,2,2,3,4,2,2,2,4,2,2,4,2,4,4,2,4,4,4,2,4,2,4,2,2,2,4,2,2,2,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,4,3,4,3,2,4,8,8,0,0,8,8,8,3,3,4,2,3,4,2,5,8,3.571428571,3.1,3.3,3.2,3.222222222,3.2,3.7,2.2,3.6,3.7,3,3.3,3.4
50,2,24,2,7,2,7,2,5,1,4,5,3,5,4,5,1,5,5,1,2,4,1,5,3,5,3,4,3,5,4,5,4,2,3,5,1,3,1,3,5,3,5,3,4,2,3,2,3,5,2,3,2,4,3,4,4,4,3,2,4,5,1,4,4,1,1,4,2,5,4,2,5,5,3,1,3,2,1,2,3,2,3,1,2,3,2,2,3,2,4,3,2,4,2,3,1,3,1,5,3,2,5,3,3,2,4,4,3,5,4,5,3,5,3,3,4,5,1,3,5,3,2,3,2,4,1,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3.571428571,3.142857143,3.4,4.5,3.5,2.2,4,3,4,2.6,3.4,4.2,3.4,3.2
52,1,25,8,4,2,10,3,4,5,4,3,4,4,5,2,1,2,3,2,4,3,4,1,1,2,2,2,3,1,4,4,3,2,2,3,4,1,1,3,3,4,2,4,4,3,5,4,5,5,2,4,2,4,4,2,3,3,2,4,3,2,2,4,5,3,4,3,5,2,4,5,5,2,5,4,3,3,4,2,3,4,2,5,4,4,3,3,4,3,4,5,4,3,2,3,1,1,1,4,3,2,3,4,4,3,2,4,5,4,3,4,4,5,3,3,3,4,2,2,1,4,2,3,3,2,4,8,8,0,0,8,8,8,5,5,5,1,5,5,1,7,8,5,2.2,2.3,4.1,3.3,3.8,3.9,2.8,3.8,3.1,3,3.7,3.2
52,2,24,6,6,2,10,5,4,3,4,4,4,2,2,1,2,4,1,2,1,3,3,4,2,4,1,1,4,2,3,2,2,2,1,5,1,1,2,5,5,2,4,3,5,5,5,2,2,3,2,4,2,5,2,4,3,5,2,1,5,5,2,2,4,2,2,5,5,4,4,2,3,4,4,1,1,1,4,3,1,1,2,5,1,4,1,2,4,1,5,2,1,2,2,4,2,1,1,4,1,5,4,4,5,5,2,2,2,3,2,2,2,2,2,3,3,2,1,4,4,5,2,5,5,2,2,8,4,0,0,8,8,8,5,5,4,1,5,5,2,4,7.428571429,4.714285714,4,4.1,4.2,4.1,4,2.3,3.1,2.6,3.6,3.4,4.5,2.8
53,1,18,8,1,2,7,3,4,3,4,2,4,4,3,2,2,3,4,4,3,2,4,4,5,3,2,2,4,4,3,4,3,3,2,3,2,3,2,4,3,3,4,3,3,4,5,1,3,4,3,3,2,4,3,3,1,3,3,2,2,3,3,4,2,3,1,4,3,4,4,4,4,2,2,1,3,2,3,1,3,1,4,4,5,3,3,2,5,5,3,2,3,4,1,4,2,3,2,4,3,1,3,4,4,3,3,2,2,4,3,4,2,4,2,4,2,5,2,4,2,4,4,2,2,4,1,8,7,0,0,7,6,7,4,3,3,3,3,4,3,5,7.285714286,3.285714286,3.5,3.5,3.7,3.4,3.1,3.4,3.7,3.6,3.7,4.2,2.9,2.5
53,2,18,8,1,2,7,2,5,2,3,4,5,4,3,3,2,4,1,2,2,4,4,5,5,3,2,1,4,4,3,4,5,2,2,5,3,2,3,4,4,3,5,4,5,4,4,2,4,3,3,3,3,5,4,4,2,2,3,2,4,5,2,3,3,2,1,1,4,4,3,2,4,5,3,1,2,3,1,3,4,2,5,5,3,2,3,1,3,3,2,4,3,4,1,2,3,2,1,5,5,2,5,4,3,4,5,4,3,5,5,5,1,4,3,2,1,2,4,5,5,1,3,1,3,1,3,8,5,2,0,3,6,7,5,4,3,3,2,3,3,4,6.142857143,3.285714286,3.9,4.2,3.6,3,3.4,3.1,3.8,3.1,4,4.3,2.8,4.3
54,1,23,8,9,2,6,1,5,5,4,2,5,4,4,4,2,3,1,2,1,4,2,2,2,2,4,2,2,3,4,4,4,1,2,2,2,3,2,4,4,3,2,4,4,2,3,2,4,4,4,2,3,4,3,4,2,3,2,4,3,2,2,2,4,3,2,3,2,3,4,2,3,4,2,3,4,2,4,3,2,3,4,3,2,3,2,4,3,3,2,4,3,2,3,4,2,5,1,4,2,4,2,4,2,3,2,4,3,2,4,3,4,2,4,3,2,4,3,1,4,3,2,2,4,3,3,8,8,6,6,8,8,8,3,5,5,1,2,5,2,7,6.285714286,4.142857143,3.2,2.8,3.4,2.9,3.4,3.6,2.9,2.8,2.9,3.1,3,3
54,2,23,4,6,2,6,3,4,1,4,2,3,3,2,4,5,2,2,4,4,2,2,4,5,2,4,4,4,2,5,5,4,2,1,5,2,2,2,2,2,2,3,2,4,4,2,1,5,4,5,2,2,4,3,3,1,2,4,1,5,5,4,3,2,3,1,1,5,2,5,1,5,3,4,3,1,1,1,4,1,2,4,4,1,3,1,2,3,2,4,3,3,1,3,1,3,3,1,1,5,2,5,3,3,3,3,3,3,3,3,3,4,1,4,1,3,3,3,4,3,1,3,4,1,3,4,8,8,0,0,8,8,8,4,4,3,1,3,5,2,6,8,4,3.4,3.6,2.8,2.4,2.4,3.3,3.1,2.2,3.4,2.6,3.9,3.7
55,1,22,6,3,2,6,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,1,5,3,2,4,5,2,3,2,3,5,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3,4,2,3,4,2,4,4,3,3,2,3,3,2,3,3,2,3,3,3,5,4,3,3,3,3,4,3,4,3,3,3,4,2,4,4,4,4,4,3,4,4,4,3,2,4,4,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,2,3,3,3,3,2,3,4,4,3,4,8,8,2,2,8,8,8,5,5,5,1,4,5,1,6,7.428571429,4.857142857,3.1,2.7,3.1,3.4,2.7,3,2.5,3.1,3.2,3.1,3,3.5
55,2,21,7,3,2,6,2,4,4,4,1,5,4,4,3,2,4,3,5,4,3,4,3,5,1,1,1,4,2,1,5,3,3,2,1,4,2,2,4,3,2,4,4,4,4,4,1,4,5,4,3,3,4,2,3,3,2,1,2,2,1,4,3,1,2,2,2,3,4,4,1,5,4,2,1,2,1,3,3,2,2,4,4,4,1,1,1,5,1,3,4,3,4,1,1,1,3,5,5,1,1,5,3,3,5,5,1,5,5,2,4,2,3,1,5,1,5,1,5,5,3,5,2,2,2,1,8,8,0,1,8,8,4,5,5,5,1,5,5,3,6,7.285714286,4.714285714,3.6,3.2,3.6,3.4,3.3,4.4,4.1,2.6,3.9,4.5,2.7,3.5
60,1,19,6,2,2,12,2,5,4,3,2,4,3,2,3,2,4,1,1,1,1,3,5,3,1,2,1,5,3,3,4,4,4,1,3,3,2,2,5,1,1,3,5,5,5,1,2,3,5,3,4,5,3,1,1,5,3,3,4,4,1,3,3,2,5,1,2,4,4,4,4,4,3,3,3,2,4,1,4,2,2,5,5,5,3,2,2,4,5,3,3,2,4,1,5,3,3,3,4,4,4,2,5,3,5,5,1,3,5,3,2,2,5,3,-99,3,4,2,3,3,4,2,1,3,2,1,8,8,0,0,7,8,7,4,5,5,1,3,5,4,6,7.714285714,4.142857143,3.8,3.2,2.8,4.1,3.8,4.1,3.6,4.2,4.2,3.9,3.5,3.555555556
60,2,20,6,2,2,12,2,4,2,-99,3,-99,4,3,2,3,3,4,2,3,4,4,3,2,3,2,4,3,2,4,3,4,5,4,4,3,2,4,3,3,2,3,4,3,2,4,3,2,3,3,4,3,1,4,1,5,1,3,2,3,4,1,1,2,3,1,2,3,5,1,5,5,2,3,2,4,1,5,1,3,1,5,-99,2,2,3,2,3,4,2,3,3,4,2,2,3,1,5,4,3,5,5,5,5,4,2,1,1,4,2,1,5,5,3,3,5,1,5,3,1,2,1,2,3,2,1,8,8,0,0,8,8,8,5,5,5,1,5,5,1,7,8,5,2.888888889,3,3,3,3.4,3.4,3.4,3.333333333,2.5,3.6,3.5,3.5
63,1,20,8,2,2,12,3,4,5,2,4,2,5,1,3,2,2,2,4,2,2,3,2,3,3,2,2,3,1,3,4,3,5,3,4,2,4,3,4,3,3,4,4,5,4,3,2,4,5,4,5,4,2,2,4,2,5,1,2,4,1,3,2,2,2,2,2,4,2,2,4,5,2,4,4,2,4,1,3,3,4,2,5,4,4,3,2,1,3,4,4,3,2,4,5,2,4,1,2,4,3,5,2,5,3,3,2,4,5,3,2,4,4,3,3,5,2,4,2,4,4,3,4,2,2,1,7,7,2,1,7,6,6,4,3,4,2,3,3,3,5,6.571428571,3.428571429,3.4,3,3,4.3,3.1,3.7,3.9,4,2.4,2.3,3.8,2.9
63,2,20,8,2,2,11,2,4,2,4,5,5,3,4,3,2,4,1,5,4,4,2,5,2,2,2,2,2,2,3,2,2,4,2,5,1,3,1,4,2,2,4,3,2,3,2,2,4,5,3,2,4,2,2,2,3,2,2,2,3,5,2,2,2,2,1,2,2,4,5,4,5,5,1,1,2,1,1,5,1,5,1,4,2,1,2,1,4,2,4,2,4,4,1,2,1,1,4,5,2,4,5,5,5,4,4,2,4,5,2,2,2,4,2,2,4,5,2,4,4,2,4,2,2,2,1,8,8,0,0,8,8,8,3,4,4,2,3,5,3,6,8,3.714285714,3.8,3.9,2.8,3,3.5,3.4,3.9,2.9,3.5,3.9,3.1,4.4
65,1,29,7,9,4,61,3,4,4,4,2,4,4,2,2,2,3,2,2,5,4,4,4,4,4,4,2,4,4,3,2,4,2,2,2,4,4,2,4,4,4,3,3,2,4,4,2,4,4,4,4,2,4,3,2,2,2,4,2,4,2,4,4,2,2,3,3,4,2,4,4,3,2,4,2,2,4,2,2,2,3,4,4,4,3,2,2,4,4,3,2,2,3,2,4,3,4,2,4,4,2,3,2,4,4,4,2,4,4,2,2,2,4,3,4,2,4,3,2,4,3,2,4,4,2,2,8,8,0,0,8,8,8,5,5,4,2,5,4,2,6,8,4.428571429,3.2,3.3,3.6,3.2,2.3,3,3.3,4,3.9,3.2,3.8,2.5
65,2,29,3,8,4,61,4,5,4,4,4,5,3,2,2,2,4,2,2,4,4,5,4,4,4,2,4,4,4,2,2,4,4,2,4,2,4,2,4,4,2,2,2,4,4,4,2,2,4,4,2,2,4,2,4,2,4,2,2,4,4,2,4,2,2,2,5,2,4,4,2,5,3,1,1,2,1,1,1,5,4,4,4,4,5,2,5,3,2,2,4,4,2,1,1,1,2,2,5,2,5,5,2,2,4,3,1,2,4,4,1,5,5,2,2,1,1,1,5,5,5,4,1,2,2,1,8,8,0,0,8,8,8,4,5,5,1,5,5,2,6,8,4.714285714,3.9,4,3.9,3.2,3.1,2.3,4.6,2.6,3.3,3,2.1,2.5
58,1,20,6,3,2,13,2,5,4,4,1,4,4,3,1,2,1,1,3,2,2,3,4,4,3,1,1,5,4,1,4,4,4,1,1,1,1,1,4,2,2,5,3,5,5,4,2,1,4,2,4,2,5,1,2,1,4,1,5,5,3,1,2,4,1,1,2,2,4,5,1,5,2,2,1,4,4,1,2,2,2,1,5,5,4,2,1,5,5,1,2,2,4,1,2,1,2,1,4,1,2,5,4,3,4,2,2,2,4,2,4,2,5,1,4,1,4,1,2,5,5,2,2,3,1,1,8,8,0,0,8,8,8,4,5,4,1,5,5,1,7,8,4.714285714,4.8,3,4,4.3,3.9,3.7,4.9,3.9,3.3,4.2,3.3,2.7
58,2,19,6,2,2,13,2,3,2,3,2,3,2,2,3,4,3,2,3,2,3,3,5,3,2,2,2,4,3,3,2,4,4,3,3,2,3,3,4,2,2,3,3,3,3,2,2,3,3,3,3,2,4,3,2,3,3,4,2,3,3,3,2,2,2,2,2,5,4,5,3,3,4,2,2,2,2,1,3,3,3,3,3,4,3,1,2,5,3,3,3,3,4,2,3,2,1,3,4,3,2,4,3,3,3,4,2,2,4,2,2,2,3,3,2,2,3,3,3,4,2,2,2,2,2,2,8,8,0,0,8,8,8,5,5,5,1,5,5,2,7,8,4.857142857,3.3,3.6,2.7,3.3,3,3.1,3.8,3.2,3.7,3.5,3.4,3.7
62,1,23,9,5,1,16,2,5,2,4,5,5,5,5,2,1,4,1,1,1,1,5,2,4,1,2,1,5,2,1,2,5,3,1,5,1,2,1,3,4,5,5,3,5,5,4,1,2,5,2,2,2,1,1,5,3,2,3,5,3,1,1,2,3,2,1,1,5,5,5,1,5,5,2,1,2,1,1,2,4,3,5,2,5,3,1,1,5,1,2,5,2,5,1,2,1,2,1,5,5,5,5,5,4,5,5,5,4,4,1,5,1,2,2,2,2,5,1,5,5,2,1,2,5,3,1,8,8,0,0,4,8,4,4,3,3,1,3,4,3,3,6.857142857,3.571428571,4.6,3,4.2,3.5,4.2,3.5,4.5,1.5,4.9,4.7,3.9,4.1
62,2,22,2,5,1,16,2,2,2,2,2,4,3,-99,2,2,2,2,2,2,2,2,2,1,4,2,4,5,1,2,5,4,4,2,2,2,4,2,5,5,4,5,5,-99,3,3,5,2,3,1,1,2,2,2,2,5,2,5,5,4,4,3,2,-99,4,1,1,1,2,2,2,3,2,2,3,-99,2,3,2,2,2,3,2,3,2,2,2,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,4,2,2,3,3,3,3,2,2,2,2,8,8,4,8,5,8,8,2,2,2,1,2,3,2,2,5.857142857,2.857142857,3.9,1.7,3.333333333,3.1,3.625,3.2,3.3,2.8,2.666666667,2.9,3,3.2
66,1,18,6,1,2,12,2,5,3,4,1,2,4,5,3,1,4,1,2,1,4,5,5,1,5,2,2,5,5,5,4,2,1,1,1,4,1,1,5,5,4,5,4,5,5,5,2,5,5,1,2,2,5,5,5,5,5,4,5,2,1,1,4,5,4,1,2,5,5,5,5,5,5,4,1,3,4,1,3,5,4,5,5,5,2,5,4,5,5,4,5,5,5,1,5,2,2,2,5,5,5,5,5,5,4,4,1,4,4,5,5,1,5,2,4,2,5,5,1,4,4,4,5,1,1,1,8,8,0,3,8,8,8,5,5,5,3,5,5,2,7,7.571428571,4.571428571,2.5,3,4.5,3.2,4.8,3.5,4.1,4.5,3.9,3.9,2.6,3.8
66,2,19,7,1,2,12,3,2,3,5,2,3,3,2,2,1,1,1,1,3,1,3,4,2,3,3,2,5,3,3,2,2,3,1,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,5,2,3,1,2,1,2,2,5,4,3,3,1,1,4,5,4,5,1,2,3,3,5,1,5,3,1,1,5,4,3,1,5,1,3,3,1,5,2,3,2,1,1,5,3,1,3,5,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,2,1,2,1,5,1,3,5,1,1,8,8,0,8,8,8,6,4,5,5,2,4,5,3,7,6.571428571,4.285714286,3.3,3.4,4.2,3.3,2.6,2.4,2.3,3.1,4.3,2.3,4.2,2.2
64,1,26,4,5,2,6,2,5,2,4,2,2,3,3,2,2,2,3,2,2,2,5,4,2,3,2,1,4,3,3,5,5,5,1,2,3,4,3,2,3,2,5,3,4,4,4,2,4,4,4,3,3,4,3,3,3,2,1,2,4,3,3,3,2,2,1,2,4,4,4,4,3,2,3,2,2,2,2,2,3,2,3,4,2,4,2,2,5,4,3,3,4,4,2,4,2,4,3,3,4,2,4,3,4,2,3,2,4,3,4,3,3,4,3,3,3,3,2,2,3,3,3,4,3,3,1,7,7,1,0,8,8,8,4,3,3,2,3,3,3,4,7.571428571,3.285714286,3.2,3.3,3.9,3.4,3.2,3.2,3.3,3.7,3.7,3.3,3.1,2.7
